etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence,nb_echecs_anterieurs,evolution_notes,participation,a_risque
ETU01477,L3,Médecine,17.05,13.63,15.33,15.12,35.38,1,1.49,2.19,0
ETU01478,L2,Médecine,18.54,13.5,10.7,8.31,10.41,0,-5.19,3.15,0
ETU01479,L1,Informatique,12.05,18.61,18.07,18.0,20.25,2,-0.61,9.57,0
ETU01480,M2,Gestion,6.62,10.24,7.63,7.55,1.56,2,-2.7,6.3,0
ETU01481,L3,Informatique,7.09,5.91,7.28,5.19,36.5,2,-0.72,5.95,1
ETU01482,M1,Ingénierie,11.07,12.53,10.4,10.6,27.02,1,-1.93,6.4,0
ETU01483,M1,Ingénierie,9.35,13.94,12.22,9.42,24.92,1,-4.52,9.54,0
ETU01484,L2,Droit,8.21,6.95,7.93,7.7,29.31,4,0.75,3.4,1
ETU01485,L2,Ingénierie,18.39,12.74,14.53,15.2,11.37,1,2.46,2.81,0
ETU01486,M2,Médecine,8.54,7.77,7.73,8.18,24.15,3,0.41,3.77,0
ETU01487,M2,Ingénierie,18.47,16.83,17.88,17.56,32.04,1,0.74,8.01,0
ETU01488,L3,Ingénierie,15.89,16.69,17.7,17.87,3.61,0,1.18,1.21,0
ETU01489,L3,Droit,14.33,11.01,10.89,10.02,38.35,0,-1.0,2.07,0
ETU01490,L1,Droit,14.79,18.53,17.09,17.41,35.68,1,-1.13,2.28,0
ETU01491,L2,Médecine,10.31,18.72,19.76,20.0,38.52,4,1.28,6.36,1
ETU01492,L1,Informatique,14.4,6.81,7.93,6.88,32.33,2,0.07,6.42,0
ETU01493,M2,Gestion,8.43,10.15,11.69,12.39,11.77,3,2.24,3.72,0
ETU01494,M2,Droit,18.19,13.4,14.07,14.76,23.26,4,1.36,2.76,0
ETU01495,L1,Gestion,9.92,6.19,4.63,4.69,4.81,0,-1.5,7.55,0
ETU01496,L2,Droit,9.32,10.36,11.59,15.52,30.17,0,5.17,0.32,0
ETU01497,L2,Ingénierie,15.25,8.66,8.85,8.94,6.15,4,0.29,7.39,0
ETU01498,M2,Médecine,14.53,18.33,17.8,17.69,34.67,2,-0.64,2.1,0
ETU01499,L3,Ingénierie,11.87,10.76,10.52,10.19,9.62,3,-0.58,9.03,0
ETU01500,L1,Ingénierie,14.22,15.68,14.84,13.69,6.42,1,-1.99,4.14,0
ETU01501,L3,Gestion,8.07,10.41,11.95,13.28,2.84,4,2.86,6.42,0
ETU01502,L1,Médecine,14.75,6.85,4.92,4.19,28.45,3,-2.66,1.21,1
ETU01503,M1,Gestion,9.52,17.08,15.79,15.24,7.45,1,-1.84,2.54,0
ETU01504,M2,Ingénierie,9.55,5.01,4.71,4.21,7.91,3,-0.8,7.01,0
ETU01505,L1,Informatique,8.11,5.78,8.4,7.23,6.79,0,1.44,5.5,0
ETU01506,M2,Gestion,10.32,10.1,11.88,9.56,12.23,1,-0.55,7.7,0
ETU01507,M1,Ingénierie,10.31,14.62,12.36,11.96,37.65,1,-2.66,5.63,1
ETU01508,L1,Gestion,11.9,9.78,12.01,13.62,19.46,3,3.84,5.69,0
ETU01509,L2,Médecine,8.48,5.93,8.15,8.75,10.44,3,2.82,8.58,0
ETU01510,L1,Gestion,8.51,9.45,7.89,10.53,6.82,0,1.08,4.25,0
ETU01511,M2,Gestion,13.04,8.43,4.85,6.27,0.76,4,-2.16,8.95,0
ETU01512,M1,Médecine,7.68,5.08,5.17,6.25,14.6,4,1.18,3.72,0
ETU01513,L2,Médecine,14.96,12.49,14.37,17.49,4.4,2,5.01,3.29,0
ETU01514,L3,Gestion,18.27,6.63,9.22,9.37,1.08,1,2.74,7.79,0
ETU01515,L2,Ingénierie,11.55,9.02,7.92,8.31,4.12,2,-0.71,0.12,0
ETU01516,L3,Informatique,17.71,13.98,16.8,17.09,12.74,2,3.11,1.72,0
ETU01517,M1,Informatique,7.28,15.15,12.01,14.63,30.03,3,-0.53,0.72,1
ETU01518,L1,Ingénierie,6.56,8.69,8.34,8.64,2.68,1,-0.05,5.12,0
ETU01519,M1,Informatique,15.38,9.61,9.18,8.51,27.15,0,-1.1,6.28,0
ETU01520,M2,Gestion,15.89,8.46,10.39,11.57,24.82,3,3.11,0.1,0
ETU01521,M2,Informatique,16.96,18.4,20.0,19.62,35.28,3,1.22,1.61,0
ETU01522,L1,Gestion,6.74,7.67,9.3,10.4,7.36,1,2.73,3.03,0
ETU01523,L3,Informatique,16.1,7.56,5.74,6.66,31.77,3,-0.91,2.94,0
ETU01524,L2,Gestion,10.9,11.23,12.72,12.74,34.59,2,1.51,0.97,0
ETU01525,M1,Gestion,9.94,7.65,8.61,9.76,39.06,2,2.11,1.73,1
ETU01526,L2,Informatique,8.25,7.19,4.89,2.96,32.34,0,-4.24,8.47,1
ETU01527,L2,Médecine,18.95,6.34,3.44,3.99,4.95,1,-2.36,7.01,0
ETU01528,L1,Informatique,6.83,13.96,15.72,15.33,37.89,1,1.36,2.96,1
ETU01529,L3,Droit,16.75,13.57,13.5,18.09,32.6,4,4.52,2.63,0
ETU01530,L3,Gestion,14.31,14.1,12.37,12.91,8.49,4,-1.19,0.8,0
ETU01531,L3,Médecine,15.56,15.83,15.71,15.12,6.61,4,-0.71,3.49,0
ETU01532,L2,Gestion,15.25,9.57,10.32,8.55,37.46,2,-1.02,3.98,0
ETU01533,M1,Droit,17.16,17.86,17.93,20.0,6.23,1,2.14,9.04,0
ETU01534,M1,Ingénierie,8.39,15.26,13.14,12.91,31.08,2,-2.35,7.43,1
ETU01535,L1,Informatique,6.01,16.27,19.29,18.41,16.21,3,2.14,4.79,0
ETU01536,L2,Droit,13.78,15.09,16.8,17.6,28.95,3,2.51,1.35,0
ETU01537,M1,Droit,10.6,10.02,9.72,10.99,3.67,3,0.97,6.56,0
ETU01538,L1,Médecine,7.61,8.96,8.72,9.97,29.0,2,1.01,9.36,0
ETU01539,L2,Droit,8.42,10.92,11.65,11.98,20.48,3,1.07,0.78,0
ETU01540,M2,Médecine,10.31,6.36,4.86,5.4,36.02,4,-0.96,8.49,1
ETU01541,L3,Médecine,6.91,11.32,12.0,12.65,7.54,3,1.33,1.8,0
ETU01542,L3,Médecine,6.74,5.6,3.81,4.61,4.37,2,-0.99,7.01,0
ETU01543,M1,Médecine,17.91,5.06,5.15,6.09,7.85,4,1.03,1.84,0
ETU01544,L2,Ingénierie,10.06,18.04,16.49,18.43,3.14,4,0.39,6.0,0
ETU01545,M2,Informatique,18.77,14.65,13.17,13.56,39.21,3,-1.09,2.38,0
ETU01546,L1,Droit,18.54,12.87,15.53,14.61,4.91,4,1.74,5.42,0
ETU01547,L3,Ingénierie,7.85,9.78,10.06,10.15,8.03,1,0.37,6.0,0
ETU01548,L3,Informatique,15.29,12.99,13.5,14.93,32.39,2,1.94,6.19,0
ETU01549,L2,Ingénierie,13.81,17.48,14.66,12.29,9.87,1,-5.2,6.83,0
ETU01550,M1,Informatique,14.98,14.13,13.44,11.07,8.89,1,-3.07,0.69,0
ETU01551,L1,Médecine,7.25,13.43,14.33,16.0,26.89,3,2.57,7.03,0
ETU01552,M1,Informatique,8.45,11.44,11.93,14.51,15.95,3,3.07,1.55,0
ETU01553,M1,Médecine,7.0,9.84,6.81,5.21,33.42,0,-4.63,6.77,1
ETU01554,M1,Ingénierie,13.85,14.78,15.29,15.74,25.53,3,0.96,1.24,0
ETU01555,L2,Ingénierie,18.83,18.73,19.48,19.18,11.53,0,0.45,4.79,0
ETU01556,L1,Droit,14.74,10.95,13.07,12.98,23.92,0,2.03,3.87,0
ETU01557,L3,Ingénierie,15.24,10.49,9.71,10.47,34.66,2,-0.02,9.67,0
ETU01558,M2,Informatique,18.8,10.99,7.83,6.19,14.58,1,-4.8,6.31,0
ETU01559,M1,Gestion,14.81,10.96,9.66,8.3,29.46,4,-2.66,0.88,0
ETU01560,L2,Informatique,6.52,18.87,17.42,17.27,16.63,0,-1.6,7.01,0
ETU01561,L3,Médecine,17.27,14.89,16.2,16.28,21.72,0,1.39,1.94,0
ETU01562,L2,Ingénierie,10.74,10.03,6.15,4.76,29.35,3,-5.26,2.86,1
ETU01563,M1,Ingénierie,6.06,10.2,9.73,11.21,2.42,1,1.01,3.78,0
ETU01564,L3,Droit,12.59,11.03,13.37,13.04,18.2,3,2.01,7.76,0
ETU01565,L3,Informatique,18.18,5.51,5.72,5.39,3.81,3,-0.12,9.44,0
ETU01566,L1,Informatique,9.35,12.39,13.93,14.66,29.0,0,2.27,9.24,0
ETU01567,M1,Médecine,12.39,16.36,14.1,14.2,24.31,2,-2.16,1.71,0
ETU01568,L3,Ingénierie,8.26,14.25,12.04,13.6,13.08,2,-0.65,0.6,0
ETU01569,L1,Ingénierie,6.75,7.78,10.13,9.03,3.05,0,1.26,8.29,0
ETU01570,L1,Médecine,7.05,15.19,15.54,13.75,37.03,3,-1.44,2.88,1
ETU01571,M1,Ingénierie,15.45,15.07,15.43,15.26,12.6,4,0.19,5.83,0
ETU01572,M1,Droit,17.23,8.68,7.2,7.59,11.02,4,-1.09,9.79,0
ETU01573,L3,Informatique,7.86,13.72,14.07,12.51,4.04,0,-1.21,1.86,0
ETU01574,M1,Droit,9.75,13.55,12.03,10.25,23.09,0,-3.3,3.75,0
ETU01575,M1,Informatique,8.54,16.76,18.74,19.31,10.63,4,2.55,8.68,0
ETU01576,M1,Médecine,6.35,6.91,11.2,10.36,33.71,1,3.46,6.5,1
ETU01577,L2,Gestion,13.19,7.73,8.65,6.77,27.31,3,-0.95,9.38,0
ETU01578,L3,Gestion,15.1,11.8,11.05,12.8,0.16,1,1.0,6.32,0
ETU01579,M2,Informatique,14.42,5.62,2.02,1.37,22.63,1,-4.25,3.04,0
ETU01580,L2,Ingénierie,11.04,10.82,8.49,10.52,9.27,3,-0.3,8.05,0
ETU01581,M1,Droit,13.22,16.04,18.57,18.91,0.61,1,2.87,7.59,0
ETU01582,M2,Médecine,7.22,7.08,5.74,6.48,24.77,0,-0.6,9.34,0
ETU01583,L3,Droit,8.01,11.44,11.08,11.07,8.2,2,-0.37,4.76,0
ETU01584,L3,Médecine,18.11,18.86,20.0,16.36,35.99,0,-2.5,5.03,0
ETU01585,L1,Droit,15.9,12.08,14.51,13.1,22.94,0,1.02,3.24,0
ETU01586,L3,Médecine,18.0,11.98,11.88,11.99,8.37,3,0.01,2.69,0
ETU01587,L1,Informatique,17.92,12.82,12.42,13.26,39.17,2,0.44,9.97,0
ETU01588,L1,Ingénierie,14.44,7.6,7.91,5.53,21.86,2,-2.08,9.77,0
ETU01589,L3,Droit,18.07,7.06,6.32,6.54,6.62,0,-0.52,5.3,0
ETU01590,L2,Informatique,11.42,14.48,13.82,12.44,20.69,0,-2.04,9.55,0
ETU01591,L2,Ingénierie,6.05,10.54,11.36,12.01,38.37,1,1.47,3.56,1
ETU01592,L2,Informatique,6.81,9.06,9.54,9.81,16.97,1,0.75,8.5,0
ETU01593,L3,Droit,7.42,5.44,8.84,10.25,17.01,2,4.81,6.35,0
ETU01594,M1,Médecine,7.24,16.84,17.7,19.6,18.45,0,2.76,7.17,0
ETU01595,L3,Gestion,10.57,5.45,7.38,8.37,11.2,4,2.92,7.18,0
ETU01596,M2,Gestion,15.12,15.5,14.09,15.68,6.47,1,0.18,6.36,0
ETU01597,L3,Gestion,16.28,10.35,11.34,11.11,23.16,4,0.76,8.52,0
ETU01598,M2,Médecine,13.67,13.38,12.5,17.03,35.77,2,3.65,3.92,0
ETU01599,M2,Droit,7.9,8.47,9.26,7.73,29.43,2,-0.74,8.49,0
ETU01600,L3,Droit,15.72,7.18,8.41,7.92,3.85,0,0.74,1.83,0
ETU01601,M1,Droit,10.61,12.47,12.74,14.39,16.03,3,1.93,2.0,0
ETU01602,L3,Gestion,6.17,14.74,18.55,19.98,0.21,0,5.24,7.17,0
ETU01603,M2,Ingénierie,9.65,7.74,10.08,11.11,12.32,3,3.37,7.5,0
ETU01604,M1,Gestion,10.3,11.11,13.07,14.39,26.78,4,3.28,9.02,0
ETU01605,L2,Ingénierie,9.57,11.23,12.57,9.75,11.61,1,-1.48,2.75,0
ETU01606,L2,Médecine,16.55,8.02,10.87,13.55,33.62,4,5.53,0.56,0
ETU01607,M2,Informatique,15.88,12.91,10.96,10.95,19.1,3,-1.96,5.07,0
ETU01608,L3,Informatique,15.04,7.04,9.3,11.47,26.77,0,4.42,8.75,0
ETU01609,M1,Droit,7.81,12.14,10.85,8.1,35.35,1,-4.04,9.71,1
ETU01610,M1,Informatique,16.5,6.59,5.94,6.63,27.31,3,0.04,8.58,0
ETU01611,L1,Ingénierie,14.8,11.8,12.84,12.29,35.89,3,0.5,4.9,1
ETU01612,L2,Droit,8.53,9.36,11.41,12.57,32.32,0,3.21,8.63,0
ETU01613,M2,Ingénierie,14.43,11.33,9.8,10.58,22.68,3,-0.75,2.14,0
ETU01614,L2,Informatique,12.29,11.07,10.5,11.35,11.89,4,0.28,9.21,0
ETU01615,M2,Informatique,11.71,17.71,18.06,16.77,11.93,0,-0.94,5.67,0
ETU01616,L2,Médecine,7.46,11.86,11.78,11.99,35.01,4,0.13,3.89,1
ETU01617,M2,Ingénierie,12.74,16.46,17.94,17.97,2.16,2,1.51,5.82,0
ETU01618,L3,Ingénierie,7.3,8.16,13.51,14.56,37.66,3,6.4,7.84,1
ETU01619,L1,Médecine,8.14,9.93,10.76,12.54,13.08,0,2.61,2.4,0
ETU01620,L2,Médecine,7.72,6.05,5.15,5.67,29.55,3,-0.38,1.02,1
ETU01621,M2,Informatique,18.4,10.89,9.15,7.53,13.2,2,-3.36,7.33,0
ETU01622,L2,Médecine,9.7,14.36,14.07,14.54,38.13,1,0.17,9.52,1
ETU01623,L2,Médecine,10.62,16.73,15.52,19.74,1.46,3,3.01,6.37,0
ETU01624,L1,Gestion,10.19,12.92,13.82,16.59,14.13,1,3.67,1.43,0
ETU01625,M1,Ingénierie,17.68,13.96,14.84,10.68,34.7,0,-3.28,6.43,0
ETU01626,M2,Ingénierie,13.32,7.48,6.99,7.38,10.96,2,-0.1,1.17,0
ETU01627,M2,Ingénierie,17.95,5.52,8.7,10.4,11.02,3,4.88,3.04,0
ETU01628,M2,Ingénierie,9.9,16.08,15.18,15.21,35.95,0,-0.88,0.32,0
ETU01629,M2,Droit,7.49,7.34,7.36,6.97,33.22,4,-0.37,4.88,1
ETU01630,M2,Ingénierie,13.23,6.28,7.44,7.33,4.23,3,1.06,3.21,0
ETU01631,L3,Informatique,10.49,18.13,19.66,20.0,23.21,4,1.87,0.98,0
ETU01632,M2,Gestion,16.42,18.49,20.0,19.18,8.94,2,0.69,3.09,0
ETU01633,M1,Médecine,17.43,13.63,14.47,16.55,8.61,0,2.93,6.48,0
ETU01634,L1,Informatique,12.14,10.3,12.08,12.29,24.62,0,1.99,2.89,0
ETU01635,L1,Ingénierie,18.63,16.67,15.87,14.77,4.95,2,-1.9,1.43,0
ETU01636,L1,Informatique,13.19,7.87,9.44,11.43,18.79,2,3.56,5.45,0
ETU01637,L2,Gestion,9.52,11.01,12.57,10.55,10.23,3,-0.46,7.53,0
ETU01638,L3,Gestion,12.36,10.0,12.47,11.93,34.16,3,1.94,8.3,0
ETU01639,M1,Droit,6.49,17.78,15.48,14.92,22.18,3,-2.86,4.72,0
ETU01640,L3,Informatique,16.45,17.88,16.72,20.0,8.6,2,2.12,7.11,0
ETU01641,L2,Ingénierie,7.32,14.11,15.55,14.82,37.06,0,0.71,8.33,0
ETU01642,M1,Ingénierie,10.01,6.55,2.77,0.0,32.92,2,-6.55,6.73,1
ETU01643,M2,Médecine,13.35,11.75,12.69,12.12,10.61,4,0.37,5.27,0
ETU01644,L2,Informatique,6.56,8.43,10.22,11.21,38.44,4,2.77,0.6,1
ETU01645,L2,Gestion,7.03,17.39,16.72,18.2,10.71,4,0.81,2.9,0
ETU01646,M2,Gestion,15.05,6.94,6.49,10.21,11.71,0,3.27,3.2,0
ETU01647,M2,Médecine,6.93,5.76,4.35,6.76,15.44,2,1.0,3.95,0
ETU01648,L2,Ingénierie,12.2,14.86,14.28,14.86,6.59,3,-0.0,9.51,0
ETU01649,L3,Ingénierie,10.4,11.35,10.81,9.77,27.48,1,-1.58,2.09,0
ETU01650,L3,Ingénierie,8.97,16.74,15.91,18.65,22.29,2,1.91,5.42,0
ETU01651,M1,Médecine,8.45,6.04,5.14,4.89,35.78,0,-1.16,9.91,1
ETU01652,M2,Gestion,15.92,16.22,16.01,15.32,9.64,0,-0.89,6.19,0
ETU01653,L1,Gestion,18.37,5.52,5.3,4.97,6.81,0,-0.55,2.09,0
ETU01654,L3,Gestion,7.82,5.39,8.4,6.83,14.34,4,1.43,9.6,0
ETU01655,L2,Informatique,18.48,11.46,11.07,10.67,5.84,4,-0.79,3.36,0
ETU01656,M1,Ingénierie,13.73,8.1,8.81,8.76,37.85,2,0.67,0.48,1
ETU01657,L3,Droit,14.34,13.31,12.65,14.04,28.7,0,0.73,4.31,0
ETU01658,M1,Ingénierie,15.23,5.36,4.68,4.39,31.85,1,-0.97,2.41,0
ETU01659,M2,Ingénierie,15.15,5.5,3.14,1.54,29.92,2,-3.96,8.19,1
ETU01660,M1,Médecine,16.66,15.18,13.02,10.92,9.71,0,-4.26,2.2,0
ETU01661,M2,Informatique,12.29,7.94,6.33,6.95,5.63,3,-1.0,8.2,0
ETU01662,M2,Droit,12.93,14.19,14.67,15.07,17.18,4,0.88,0.36,0
ETU01663,M1,Droit,10.21,15.5,17.31,16.78,33.16,4,1.28,9.29,0
ETU01664,L2,Médecine,7.37,5.83,3.35,2.95,13.22,4,-2.88,0.42,0
ETU01665,L2,Droit,14.64,15.78,15.15,16.04,0.38,4,0.26,9.39,0
ETU01666,L2,Médecine,6.44,8.76,6.91,9.29,26.4,0,0.54,0.74,0
ETU01667,M1,Informatique,9.58,10.45,10.26,9.39,8.0,2,-1.07,8.73,0
ETU01668,M2,Informatique,7.22,6.21,8.03,8.46,21.71,2,2.25,8.31,0
ETU01669,L2,Ingénierie,8.48,16.74,16.27,18.01,0.6,0,1.27,5.94,0
ETU01670,L3,Droit,14.3,12.85,12.98,12.11,20.35,0,-0.74,0.36,0
ETU01671,L3,Ingénierie,14.17,12.07,14.45,14.72,15.74,2,2.66,6.21,0
ETU01672,M1,Ingénierie,11.47,18.56,19.45,19.69,35.22,3,1.13,6.18,0
ETU01673,M2,Informatique,7.17,9.68,8.74,7.08,28.87,1,-2.61,5.57,0
ETU01674,L3,Médecine,11.63,17.47,17.91,18.46,1.44,2,0.99,6.32,0
ETU01675,L2,Informatique,10.59,15.08,14.03,14.38,31.58,0,-0.69,9.68,0
ETU01676,L2,Informatique,15.37,18.0,18.83,19.96,31.65,0,1.96,9.96,0
ETU01677,L3,Gestion,13.53,17.71,18.68,17.2,26.54,2,-0.51,5.2,0
ETU01678,L3,Médecine,12.39,18.87,17.02,17.34,37.17,2,-1.54,0.92,0
ETU01679,L1,Informatique,12.33,6.84,7.31,9.68,32.13,3,2.84,1.34,1
ETU01680,M2,Médecine,18.56,16.14,16.17,19.58,8.76,4,3.44,7.2,0
ETU01681,M2,Gestion,15.83,16.26,17.28,19.5,15.26,0,3.24,9.82,0
ETU01682,L2,Gestion,12.46,14.02,15.47,14.0,14.0,1,-0.02,4.36,0
ETU01683,M2,Gestion,12.23,8.9,9.82,10.8,20.2,4,1.89,0.98,0
ETU01684,L2,Gestion,6.34,18.51,18.26,17.83,38.15,0,-0.68,3.53,0
ETU01685,L3,Gestion,18.25,7.86,9.46,10.19,24.62,4,2.33,3.85,0
ETU01686,L1,Gestion,10.15,11.99,10.88,10.03,12.52,4,-1.97,9.97,0
ETU01687,M1,Droit,9.33,12.3,10.52,8.25,37.66,0,-4.05,6.87,1
ETU01688,L3,Ingénierie,18.99,7.27,2.67,2.46,28.01,0,-4.81,1.18,0
ETU01689,L2,Droit,15.34,15.12,15.21,16.59,10.64,3,1.48,3.37,0
ETU01690,L2,Informatique,6.62,6.24,5.21,5.94,36.26,2,-0.3,0.49,1
ETU01691,M2,Médecine,6.8,14.7,15.5,16.4,13.77,4,1.7,6.53,0
ETU01692,M1,Ingénierie,6.33,16.88,14.12,14.75,20.65,2,-2.13,6.73,0
ETU01693,L1,Droit,13.8,9.89,9.12,10.03,19.17,3,0.14,0.57,0
ETU01694,L1,Droit,6.93,14.93,15.84,16.93,36.95,1,2.0,3.36,1
ETU01695,L1,Médecine,18.13,7.19,5.85,5.74,10.63,1,-1.46,9.03,0
ETU01696,L2,Ingénierie,18.18,16.84,17.66,18.08,13.33,0,1.24,8.27,0
ETU01697,M1,Informatique,13.1,18.33,17.69,20.0,26.41,0,1.67,5.74,0
ETU01698,L1,Ingénierie,14.02,7.14,7.29,7.8,35.46,0,0.66,4.85,1
ETU01699,L2,Ingénierie,9.79,14.69,15.78,16.14,4.6,4,1.46,9.93,0
ETU01700,L1,Ingénierie,6.83,12.08,13.71,14.17,8.4,0,2.08,7.22,0
ETU01701,M1,Droit,15.59,12.44,12.78,12.75,37.92,2,0.31,9.53,0
ETU01702,M2,Ingénierie,7.32,14.89,13.87,13.52,31.09,2,-1.37,0.72,1
ETU01703,L3,Informatique,7.11,11.84,11.36,11.97,13.84,0,0.13,2.12,0
ETU01704,M2,Droit,10.05,13.4,14.56,14.1,14.31,4,0.7,0.31,0
ETU01705,M1,Ingénierie,6.16,8.23,6.9,6.98,18.78,2,-1.25,8.68,0
ETU01706,M1,Gestion,11.64,10.3,10.23,9.35,26.95,0,-0.95,6.94,0
ETU01707,L2,Médecine,15.2,17.11,16.73,17.2,22.44,0,0.08,1.78,0
ETU01708,M2,Gestion,16.42,6.54,6.58,7.76,31.04,3,1.22,9.74,0
ETU01709,M1,Droit,13.86,13.37,12.05,12.03,2.17,3,-1.33,9.56,0
ETU01710,L1,Médecine,17.01,7.58,5.0,2.29,32.76,2,-5.29,2.25,0
ETU01711,L1,Ingénierie,11.28,16.85,17.83,19.02,2.32,2,2.17,6.47,0
ETU01712,M2,Gestion,17.03,13.11,14.75,15.23,35.24,0,2.13,6.68,0
ETU01713,L2,Médecine,12.58,10.64,8.15,6.96,1.73,0,-3.68,0.04,0
ETU01714,L3,Droit,8.9,8.5,9.25,10.71,5.11,2,2.21,6.89,0
ETU01715,M1,Gestion,18.27,11.12,12.94,11.14,7.21,1,0.03,2.21,0
ETU01716,M1,Informatique,9.57,18.41,19.5,20.0,8.92,1,1.59,9.01,0
ETU01717,L1,Informatique,6.34,12.13,11.7,11.92,16.07,1,-0.21,8.39,0
ETU01718,M1,Médecine,9.15,11.57,10.36,7.25,26.22,3,-4.32,9.05,0
ETU01719,M2,Informatique,10.77,15.45,15.77,16.34,35.7,1,0.89,7.58,0
ETU01720,L2,Informatique,10.57,10.31,10.88,10.57,20.98,1,0.26,1.65,0
ETU01721,L3,Informatique,12.82,10.98,11.33,10.79,21.3,1,-0.19,3.61,0
ETU01722,L2,Gestion,17.48,9.72,9.65,8.84,12.77,3,-0.88,7.09,0
ETU01723,M1,Informatique,9.8,7.11,5.69,5.8,32.03,0,-1.31,3.23,1
ETU01724,L1,Droit,12.77,14.99,15.83,15.4,4.42,4,0.41,7.1,0
ETU01725,L3,Ingénierie,10.42,17.22,18.13,15.64,12.04,2,-1.58,3.36,0
ETU01726,L3,Droit,16.68,17.68,18.18,20.0,3.88,1,2.32,1.78,0
ETU01727,M1,Médecine,8.05,17.33,17.7,17.63,8.57,3,0.3,5.18,0
ETU01728,L3,Ingénierie,7.35,11.32,14.04,13.25,23.46,4,1.92,6.86,0
ETU01729,M2,Ingénierie,12.54,8.98,8.24,6.85,5.04,0,-2.13,5.17,0
ETU01730,M2,Médecine,14.73,13.93,16.05,17.51,4.02,1,3.58,6.42,0
ETU01731,L2,Informatique,16.34,18.37,17.46,15.82,33.04,0,-2.55,4.38,0
ETU01732,L1,Médecine,13.67,15.18,17.04,17.54,4.73,0,2.36,7.78,0
ETU01733,L3,Médecine,16.06,11.93,13.98,13.4,24.32,3,1.47,6.5,0
ETU01734,L3,Gestion,11.11,14.64,14.4,13.92,14.08,0,-0.73,5.75,0
ETU01735,M1,Informatique,6.43,15.82,18.51,17.15,35.85,1,1.34,4.35,1
ETU01736,L3,Informatique,7.51,17.87,18.77,18.14,28.3,4,0.27,5.36,0
ETU01737,L3,Gestion,6.5,15.69,14.57,14.88,2.38,3,-0.8,0.51,0
ETU01738,L1,Médecine,10.28,11.06,10.7,11.36,35.82,3,0.29,6.67,0
ETU01739,M1,Ingénierie,12.44,8.83,10.73,9.85,16.56,0,1.02,2.04,0
ETU01740,L2,Informatique,10.63,12.0,13.58,13.75,11.93,4,1.75,8.6,0
ETU01741,L2,Droit,13.29,9.59,8.21,9.84,26.91,0,0.25,8.12,0
ETU01742,L3,Ingénierie,12.25,18.2,18.19,16.0,28.72,3,-2.2,5.28,0
ETU01743,L1,Informatique,14.81,12.11,12.62,12.91,12.13,3,0.8,8.47,0
ETU01744,L3,Ingénierie,14.67,11.61,11.05,9.92,14.07,2,-1.69,6.71,0
ETU01745,L2,Informatique,10.13,9.87,13.61,12.33,6.25,4,2.46,1.41,0
ETU01746,L2,Gestion,10.5,13.95,14.5,15.19,23.74,4,1.24,7.41,0
ETU01747,L2,Informatique,13.61,12.28,12.39,11.87,38.28,0,-0.41,9.96,0
ETU01748,L1,Médecine,13.75,6.81,8.79,7.27,16.66,4,0.46,0.41,0
ETU01749,M2,Droit,10.09,17.17,16.82,19.11,39.85,1,1.94,2.45,0
ETU01750,L2,Droit,10.29,10.03,11.74,13.42,7.06,3,3.39,5.98,0
ETU01751,M2,Droit,15.02,11.06,8.75,6.16,31.84,4,-4.9,4.15,0
ETU01752,M2,Gestion,14.42,7.88,7.4,5.49,37.12,2,-2.39,6.38,1
ETU01753,L3,Médecine,7.76,12.75,14.52,15.71,27.52,4,2.96,5.86,0
ETU01754,M2,Droit,11.73,14.83,17.38,17.26,4.37,4,2.43,7.88,0
ETU01755,L2,Médecine,17.61,17.34,16.38,18.93,13.06,2,1.59,0.71,0
ETU01756,L1,Médecine,6.47,5.72,4.59,5.81,3.43,0,0.09,4.41,0
ETU01757,M2,Médecine,17.12,18.63,19.68,20.0,24.07,2,1.37,8.6,0
ETU01758,M1,Ingénierie,8.12,14.85,14.12,12.89,39.93,4,-1.97,3.63,1
ETU01759,M1,Droit,12.59,8.98,8.78,9.81,14.99,1,0.83,5.04,0
ETU01760,M2,Gestion,11.52,7.86,9.38,7.76,6.52,4,-0.1,0.22,0
ETU01761,L1,Médecine,6.13,9.15,8.53,10.79,10.75,0,1.64,2.24,0
ETU01762,L1,Médecine,17.9,17.26,14.51,15.45,22.83,3,-1.81,4.64,0
ETU01763,M2,Droit,11.91,9.08,7.33,6.39,22.76,3,-2.69,3.99,0
ETU01764,L1,Gestion,18.41,11.48,11.69,13.2,9.19,0,1.72,7.15,0
ETU01765,L3,Ingénierie,9.73,14.88,12.29,15.95,30.03,2,1.07,6.12,0
ETU01766,L1,Gestion,17.26,17.21,16.96,16.94,3.52,0,-0.27,8.8,0
ETU01767,L2,Informatique,17.99,14.22,12.33,13.46,24.92,1,-0.76,8.55,0
ETU01768,L1,Médecine,13.24,15.54,18.2,17.86,17.03,4,2.31,2.41,0
ETU01769,L2,Informatique,8.63,7.43,10.87,11.3,5.09,0,3.88,0.18,0
ETU01770,M2,Médecine,14.91,17.28,15.9,13.94,25.38,4,-3.35,8.54,0
ETU01771,L2,Ingénierie,13.14,8.86,9.45,9.74,26.92,3,0.88,3.29,0
ETU01772,M2,Médecine,18.28,6.8,5.56,5.92,17.6,3,-0.88,3.47,0
ETU01773,M2,Gestion,11.71,18.67,18.4,20.0,31.92,1,1.33,1.58,0
ETU01774,L3,Ingénierie,9.49,7.82,10.73,8.34,20.37,4,0.51,6.93,0
