etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence_actuel,pente_evolution,nb_matieres_sous_10,ratio_notes_obtenues,moyenne_finale
ETU01530,M2,Informatique,8.22,11.21,10.25,11.18,12.5,-0.04,4,0.586,9.37
ETU01531,M2,Médecine,15.72,7.86,8.92,10.26,12.43,2.4,3,0.946,13.38
ETU01532,L2,Informatique,18.73,16.59,17.17,14.41,24.0,-2.18,1,0.713,14.64
ETU01533,L1,Médecine,12.53,6.22,5.48,6.84,23.46,0.61,2,0.75,8.05
ETU01534,M2,Médecine,6.56,13.95,14.29,14.33,28.36,0.37,0,0.786,9.72
ETU01535,L3,Ingénierie,9.05,14.8,14.15,12.29,2.51,-2.51,2,0.953,9.04
ETU01536,M1,Ingénierie,8.77,9.25,8.89,9.33,30.59,0.08,3,0.752,7.05
ETU01537,L1,Médecine,18.16,7.34,8.07,6.09,33.48,-1.25,2,0.944,12.16
ETU01538,L3,Médecine,11.45,11.28,11.88,13.1,34.62,1.82,2,0.585,10.9
ETU01539,M1,Gestion,18.32,15.57,12.89,15.34,4.51,-0.23,3,0.808,13.46
ETU01540,L3,Médecine,17.17,17.41,18.17,15.78,17.03,-1.63,5,0.763,14.48
ETU01541,M2,Droit,11.86,16.41,16.16,16.41,32.87,0.0,2,0.663,10.65
ETU01542,L3,Droit,6.32,6.53,6.11,6.16,26.56,-0.37,4,0.606,5.77
ETU01543,L3,Médecine,18.65,8.12,6.63,3.94,2.11,-4.18,2,0.535,11.42
ETU01544,L2,Gestion,6.13,13.64,13.77,15.44,30.46,1.81,5,0.631,10.3
ETU01545,M1,Gestion,17.13,14.94,14.35,15.59,29.35,0.65,3,0.84,13.87
ETU01546,L3,Informatique,11.37,5.12,7.23,10.57,27.31,5.45,4,0.639,9.0
ETU01547,M1,Gestion,9.92,7.0,4.57,5.62,14.41,-1.38,1,0.864,7.68
ETU01548,M1,Ingénierie,11.31,6.32,5.07,4.05,22.13,-2.26,3,0.938,6.06
ETU01549,L2,Informatique,10.64,9.78,8.43,9.5,25.06,-0.28,1,0.847,9.35
ETU01550,L2,Droit,14.96,14.53,15.12,17.35,13.88,2.82,3,0.903,14.57
ETU01551,L2,Ingénierie,13.45,18.2,20.0,19.77,27.44,1.56,1,0.787,14.59
ETU01552,L2,Ingénierie,9.34,6.25,7.21,8.79,9.57,2.53,3,0.973,9.61
ETU01553,M2,Ingénierie,12.86,12.09,10.64,7.41,6.43,-4.67,1,0.881,11.87
ETU01554,L2,Gestion,11.26,10.21,9.77,12.28,30.06,2.07,3,0.661,12.78
ETU01555,L1,Gestion,17.97,10.58,9.56,11.06,11.88,0.49,2,0.862,11.99
ETU01556,M2,Gestion,17.6,5.95,6.91,3.4,1.99,-2.55,5,0.836,11.61
ETU01557,L2,Droit,14.03,9.04,8.56,9.44,29.14,0.4,0,0.876,11.2
ETU01558,L2,Médecine,18.55,8.53,6.62,3.94,27.97,-4.6,1,0.66,11.02
ETU01559,L2,Médecine,10.88,15.06,16.13,15.52,28.08,0.46,4,0.755,10.86
ETU01560,L3,Médecine,7.14,13.99,16.08,17.4,11.93,3.41,5,0.94,11.34
ETU01561,L2,Droit,6.62,13.91,13.84,13.94,21.11,0.03,4,0.988,9.89
ETU01562,M2,Médecine,16.83,12.27,12.65,14.84,0.49,2.57,3,0.68,13.04
ETU01563,L3,Gestion,10.99,9.79,7.73,8.13,0.08,-1.66,1,0.743,7.87
ETU01564,L1,Informatique,17.18,8.41,5.52,5.77,9.07,-2.65,2,0.665,10.94
ETU01565,L3,Ingénierie,11.96,5.16,2.58,4.53,18.39,-0.63,5,0.859,7.3
ETU01566,L2,Informatique,6.15,7.07,7.2,7.0,21.01,-0.07,1,0.519,7.66
ETU01567,L2,Ingénierie,12.87,8.08,7.82,8.08,4.67,0.0,5,0.977,9.23
ETU01568,M2,Droit,13.73,18.66,19.68,20.0,30.37,1.34,1,0.775,14.16
ETU01569,L1,Ingénierie,11.87,18.59,18.49,18.69,33.58,0.1,2,0.635,11.01
ETU01570,M1,Droit,16.89,15.75,17.43,19.47,4.17,3.72,3,0.519,13.97
ETU01571,M1,Informatique,14.37,13.54,15.05,14.35,28.84,0.81,1,0.78,11.89
ETU01572,L2,Informatique,10.74,14.36,14.08,13.13,21.5,-1.23,0,0.793,10.98
ETU01573,L3,Informatique,15.35,13.41,12.1,10.81,17.58,-2.6,1,0.848,11.58
ETU01574,L1,Droit,10.15,14.06,11.38,8.47,17.12,-5.59,0,0.763,10.16
ETU01575,L3,Médecine,16.9,8.07,10.42,12.95,26.24,4.88,3,0.758,10.65
ETU01576,L3,Médecine,9.64,18.67,17.46,16.41,7.31,-2.26,1,0.652,12.18
ETU01577,L3,Ingénierie,14.67,15.59,13.55,13.49,21.31,-2.1,2,0.597,12.65
ETU01578,M1,Droit,11.4,8.28,8.67,11.31,9.15,3.03,1,0.626,8.79
ETU01579,M2,Informatique,7.32,12.19,10.16,10.25,2.98,-1.94,1,0.687,9.49
ETU01580,L3,Informatique,14.19,16.05,16.44,17.51,19.35,1.46,5,0.887,11.06
ETU01581,M2,Informatique,10.98,17.76,17.45,15.62,9.4,-2.14,2,0.559,11.86
ETU01582,M2,Ingénierie,14.25,10.37,11.96,14.36,25.99,3.98,3,0.822,13.11
ETU01583,L2,Ingénierie,13.02,11.77,13.23,13.34,22.76,1.57,2,0.519,9.19
ETU01584,L2,Informatique,6.54,9.34,11.19,9.97,7.85,0.63,2,0.522,9.39
ETU01585,L3,Gestion,8.66,10.27,10.78,9.55,30.15,-0.72,1,0.637,7.41
ETU01586,L3,Gestion,15.11,8.19,7.1,9.94,12.14,1.75,5,0.679,10.6
ETU01587,L2,Médecine,12.08,5.42,4.06,3.48,24.82,-1.93,3,0.595,9.78
ETU01588,L1,Informatique,12.06,10.83,10.23,9.04,9.36,-1.79,2,0.943,9.92
ETU01589,M1,Ingénierie,6.03,11.59,14.78,14.43,6.88,2.84,3,0.652,11.65
ETU01590,L3,Gestion,9.94,15.92,15.74,16.11,30.11,0.19,5,0.734,10.85
ETU01591,L1,Ingénierie,14.7,12.32,12.76,13.29,32.15,0.97,3,0.997,12.09
ETU01592,M2,Médecine,17.53,9.57,12.05,13.01,12.32,3.44,5,0.627,14.57
ETU01593,M2,Gestion,13.46,11.49,12.07,12.72,11.02,1.23,3,0.809,12.72
ETU01594,L1,Informatique,13.03,16.15,15.22,16.49,24.59,0.35,4,0.873,12.94
ETU01595,L3,Droit,12.11,11.73,13.03,12.92,7.96,1.19,2,0.636,11.27
ETU01596,M1,Informatique,14.82,12.77,12.33,15.74,30.25,2.97,3,0.529,10.85
ETU01597,L2,Médecine,16.38,7.42,8.06,7.62,0.3,0.2,3,0.896,10.17
ETU01598,L2,Gestion,8.87,5.11,6.08,8.4,4.97,3.3,4,0.645,9.96
ETU01599,L2,Ingénierie,15.28,18.02,17.47,16.88,4.22,-1.14,4,0.661,16.81
ETU01600,L2,Informatique,9.17,8.75,9.23,7.39,11.12,-1.36,1,0.707,9.08
ETU01601,M1,Gestion,6.41,9.87,12.47,10.27,30.31,0.4,2,0.52,5.97
ETU01602,L1,Gestion,6.97,6.61,5.87,6.62,22.4,0.02,2,0.926,6.0
ETU01603,M1,Médecine,6.61,12.18,14.36,16.4,3.76,4.22,5,0.932,9.28
ETU01604,L3,Gestion,9.64,15.32,14.63,13.21,2.76,-2.11,1,0.936,10.79
ETU01605,M1,Médecine,7.65,14.6,17.51,16.49,10.1,1.89,3,0.591,10.12
ETU01606,M2,Gestion,7.11,16.98,15.9,16.77,21.69,-0.2,1,0.988,11.34
ETU01607,L3,Informatique,7.92,9.01,8.62,8.92,20.78,-0.09,0,0.831,8.68
ETU01608,L1,Ingénierie,6.5,9.41,11.87,11.29,4.0,1.88,0,0.796,11.03
ETU01609,L3,Informatique,10.47,18.52,20.0,19.43,26.63,0.91,0,0.861,12.64
ETU01610,L2,Droit,16.7,11.39,12.82,13.58,22.13,2.19,5,0.878,13.46
ETU01611,L3,Médecine,13.2,16.68,15.26,16.54,34.41,-0.14,5,0.708,13.41
ETU01612,L2,Informatique,6.84,13.56,13.88,14.92,19.34,1.36,0,0.792,11.19
ETU01613,L1,Médecine,10.87,7.53,7.73,8.07,11.46,0.54,1,0.793,8.01
ETU01614,L3,Droit,11.59,18.4,17.32,16.04,4.18,-2.37,2,0.504,13.68
ETU01615,L2,Médecine,8.24,9.54,10.79,11.56,32.17,2.02,0,0.505,9.12
ETU01616,L1,Informatique,10.85,13.99,13.02,13.68,1.32,-0.31,2,0.735,12.12
ETU01617,L1,Ingénierie,10.38,8.56,6.83,5.16,12.21,-3.41,5,0.779,8.53
ETU01618,M2,Informatique,12.42,13.06,10.83,10.67,18.58,-2.38,2,0.854,13.1
ETU01619,M2,Ingénierie,15.06,12.58,15.34,16.19,19.94,3.62,3,0.876,12.49
ETU01620,M1,Gestion,12.22,8.65,8.09,8.27,20.38,-0.38,5,0.793,8.56
ETU01621,L2,Informatique,6.96,18.84,18.31,15.67,25.1,-3.18,0,0.642,9.83
ETU01622,M1,Gestion,6.72,6.97,5.62,4.96,4.49,-2.01,4,0.81,6.58
ETU01623,L3,Droit,17.54,11.2,13.45,12.69,25.18,1.49,2,0.63,13.92
ETU01624,L1,Informatique,15.03,5.44,3.57,4.71,31.13,-0.73,3,0.909,8.75
ETU01625,M2,Gestion,14.54,14.56,12.95,17.15,1.07,2.59,5,0.712,15.0
ETU01626,L3,Gestion,17.87,11.47,11.19,11.69,1.25,0.22,4,0.947,13.86
ETU01627,L3,Informatique,13.04,12.84,13.01,11.51,34.7,-1.33,1,0.564,11.16
ETU01628,M2,Droit,6.96,14.78,15.97,16.03,10.92,1.25,4,0.853,8.95
ETU01629,M1,Informatique,15.29,15.7,14.88,15.2,15.93,-0.5,1,0.715,16.03
ETU01630,L3,Gestion,8.11,18.52,20.0,20.0,10.85,1.48,2,0.564,12.51
ETU01631,M2,Informatique,14.66,17.1,16.29,18.46,19.48,1.36,3,0.78,16.16
ETU01632,M1,Informatique,11.21,9.53,8.22,10.61,24.9,1.07,2,0.606,9.06
ETU01633,L3,Droit,6.37,15.18,13.73,14.83,26.6,-0.35,5,0.646,10.3
ETU01634,M1,Ingénierie,6.72,6.06,5.1,5.4,12.44,-0.66,1,0.728,6.16
ETU01635,L1,Gestion,11.1,6.91,5.35,7.88,9.12,0.97,3,0.682,11.37
ETU01636,M2,Médecine,13.73,11.43,12.76,12.54,19.13,1.11,1,0.694,13.45
ETU01637,M2,Informatique,8.22,11.43,10.13,10.52,13.45,-0.92,3,0.699,10.18
ETU01638,L2,Médecine,7.39,12.08,12.08,12.02,21.77,-0.06,5,0.508,8.12
ETU01639,L1,Médecine,10.89,11.65,10.31,7.41,21.4,-4.24,5,0.684,11.69
ETU01640,M2,Droit,16.45,13.98,12.42,14.63,31.31,0.65,4,0.697,15.64
ETU01641,L3,Gestion,16.19,18.36,20.0,20.0,0.13,1.64,3,0.796,15.76
ETU01642,L2,Droit,14.89,7.42,10.02,6.77,3.56,-0.65,2,0.74,11.59
ETU01643,M2,Médecine,11.53,10.0,12.11,13.91,27.54,3.91,1,0.586,12.13
ETU01644,L3,Médecine,11.75,6.04,4.03,3.88,20.42,-2.16,0,0.794,6.0
ETU01645,L2,Informatique,8.94,7.8,6.0,7.78,2.19,-0.02,3,0.518,9.97
ETU01646,M1,Gestion,7.78,18.82,20.0,20.0,32.99,1.18,4,0.667,12.9
ETU01647,M1,Ingénierie,6.21,5.55,5.37,3.64,22.76,-1.92,5,0.81,5.08
ETU01648,L3,Ingénierie,17.18,7.99,6.13,6.47,17.01,-1.52,5,0.812,8.65
ETU01649,M1,Ingénierie,12.45,10.97,12.79,11.75,27.29,0.78,1,0.59,11.56
ETU01650,L1,Médecine,6.04,9.1,9.4,7.86,20.86,-1.23,5,0.67,5.84
ETU01651,L2,Informatique,12.88,12.63,13.69,15.29,13.07,2.65,1,0.729,10.7
ETU01652,L3,Gestion,9.36,18.87,15.71,16.6,10.38,-2.27,4,0.706,12.33
ETU01653,L1,Gestion,11.56,14.86,14.57,17.11,15.87,2.26,4,0.843,13.94
ETU01654,L1,Gestion,14.74,10.68,12.31,12.01,16.63,1.33,3,0.87,12.03
ETU01655,L3,Droit,16.53,14.56,13.8,12.66,24.92,-1.9,2,0.52,14.8
ETU01656,L3,Informatique,15.11,17.21,19.26,20.0,16.56,2.79,0,0.873,16.09
ETU01657,L2,Médecine,17.65,8.21,6.43,5.48,0.64,-2.73,3,0.939,10.32
ETU01658,L1,Droit,9.05,15.04,15.07,14.9,23.96,-0.13,0,0.957,10.31
ETU01659,L2,Informatique,14.6,13.6,16.26,17.35,2.44,3.76,3,0.528,15.56
ETU01660,L3,Ingénierie,17.57,15.27,13.75,13.86,29.62,-1.42,1,0.942,13.32
ETU01661,M2,Gestion,10.01,6.18,6.79,6.35,24.79,0.17,1,0.582,9.21
ETU01662,L2,Droit,16.39,15.26,16.34,14.53,20.92,-0.73,3,0.669,13.58
ETU01663,L3,Droit,18.22,16.03,16.37,18.07,15.9,2.04,1,0.691,16.66
ETU01664,L1,Gestion,14.37,14.62,14.45,14.19,6.02,-0.43,5,0.649,13.74
ETU01665,L1,Gestion,8.14,7.76,6.65,7.87,22.92,0.11,0,0.647,7.61
ETU01666,M1,Droit,9.39,7.26,7.75,8.78,3.83,1.52,5,0.585,9.81
ETU01667,L3,Informatique,14.84,15.34,15.38,17.32,21.16,1.98,4,0.83,11.15
ETU01668,L2,Médecine,17.26,14.07,12.11,12.06,6.42,-2.01,1,0.79,12.66
ETU01669,L2,Médecine,6.31,18.77,20.0,20.0,20.89,1.23,3,0.807,10.91
ETU01670,L3,Droit,10.24,11.37,10.2,8.84,5.29,-2.53,2,0.761,11.43
ETU01671,L3,Ingénierie,9.04,8.21,6.29,5.78,3.31,-2.43,1,0.61,6.69
ETU01672,M2,Droit,11.49,15.78,15.08,15.89,16.48,0.12,1,0.793,12.35
ETU01673,L2,Gestion,15.99,15.48,14.34,13.41,24.84,-2.06,2,0.827,13.8
ETU01674,M2,Médecine,12.54,12.32,12.13,12.9,8.35,0.59,3,0.526,12.15
ETU01675,M2,Médecine,12.74,15.44,13.78,16.28,17.42,0.84,3,0.994,12.54
ETU01676,L3,Médecine,13.92,9.35,10.22,9.85,27.96,0.5,4,0.79,10.08
ETU01677,L1,Droit,12.7,8.02,10.29,8.62,19.23,0.6,3,0.819,10.05
ETU01678,L3,Médecine,14.95,6.77,7.12,6.8,20.9,0.04,4,0.785,11.57
ETU01679,M2,Ingénierie,7.39,9.07,7.1,5.27,7.71,-3.8,5,0.845,6.59
ETU01680,L3,Médecine,6.3,14.16,12.99,15.3,4.36,1.13,5,0.828,7.28
ETU01681,M1,Médecine,16.75,8.62,9.15,9.58,5.22,0.96,2,0.9,13.16
ETU01682,L2,Médecine,12.23,17.37,14.62,13.83,34.05,-3.54,3,0.581,13.51
ETU01683,L3,Ingénierie,9.88,8.5,6.85,6.31,3.03,-2.19,4,0.582,7.52
ETU01684,L2,Ingénierie,11.91,14.58,12.31,10.84,5.3,-3.74,3,0.61,13.1
ETU01685,L2,Gestion,14.45,12.39,12.76,14.58,7.2,2.19,0,0.982,13.88
ETU01686,L1,Médecine,7.58,7.96,11.4,14.46,27.58,6.5,5,0.679,7.62
ETU01687,M1,Médecine,12.81,12.79,11.1,9.15,13.93,-3.63,4,0.658,10.12
ETU01688,M2,Droit,7.44,18.37,19.79,20.0,27.68,1.63,4,0.615,10.73
ETU01689,L2,Droit,17.17,18.22,17.57,17.5,14.66,-0.71,5,0.741,15.53
ETU01690,L1,Ingénierie,13.31,9.08,7.3,9.5,27.82,0.42,1,0.953,10.11
ETU01691,L3,Ingénierie,16.54,12.51,15.06,12.61,31.34,0.1,5,0.837,14.36
ETU01692,L2,Ingénierie,15.37,7.11,10.55,11.19,15.66,4.08,1,0.594,13.15
ETU01693,M1,Gestion,16.6,11.57,12.38,12.07,34.52,0.51,4,0.919,10.69
ETU01694,L1,Gestion,10.44,9.5,10.24,11.53,32.65,2.03,0,0.973,8.08
ETU01695,M1,Informatique,7.81,18.01,18.31,18.7,0.54,0.69,3,0.857,12.97
ETU01696,L1,Ingénierie,17.59,13.86,13.84,14.17,19.74,0.31,0,0.797,13.72
ETU01697,L2,Médecine,17.5,7.59,8.3,8.44,23.0,0.85,5,0.836,11.62
ETU01698,L1,Ingénierie,17.48,18.89,20.0,20.0,29.51,1.11,2,0.868,16.63
ETU01699,M2,Médecine,18.86,14.72,17.41,17.45,23.57,2.73,5,0.93,16.56
ETU01700,L3,Gestion,13.75,6.89,6.3,7.9,24.09,1.01,4,0.829,8.42
ETU01701,M2,Gestion,12.66,16.19,16.58,17.83,10.14,1.63,2,0.766,10.9
ETU01702,L3,Gestion,16.37,12.81,12.87,14.51,28.72,1.7,1,0.591,13.24
ETU01703,M1,Médecine,7.43,10.6,12.34,11.12,2.22,0.51,2,0.687,8.53
ETU01704,M2,Droit,16.18,7.75,11.55,12.91,23.01,5.16,1,0.542,12.8
ETU01705,M2,Ingénierie,16.56,8.89,10.68,11.48,7.07,2.59,1,0.864,12.96
ETU01706,M1,Médecine,13.5,7.34,8.74,7.25,26.8,-0.09,2,0.996,8.87
ETU01707,M1,Gestion,11.04,16.25,17.81,17.79,27.66,1.54,1,0.548,15.07
ETU01708,M2,Ingénierie,14.53,8.82,10.92,14.66,6.12,5.84,5,0.72,12.62
ETU01709,M1,Droit,17.9,11.58,15.4,15.11,27.77,3.53,5,0.85,13.46
ETU01710,L3,Gestion,8.05,18.55,16.22,15.97,29.31,-2.58,1,0.515,11.0
ETU01711,L3,Gestion,10.04,18.92,20.0,20.0,1.86,1.08,1,0.72,14.37
ETU01712,L2,Médecine,14.73,16.08,12.41,11.89,15.05,-4.18,0,0.897,12.07
ETU01713,L3,Informatique,16.83,16.18,17.81,18.32,6.74,2.14,2,0.647,18.44
ETU01714,M2,Médecine,14.48,18.23,19.25,18.88,4.42,0.65,3,0.83,13.24
ETU01715,M2,Informatique,13.68,16.16,15.54,16.44,28.12,0.28,1,0.804,11.39
ETU01716,L3,Médecine,7.11,11.31,7.51,7.72,10.26,-3.6,3,0.85,6.05
ETU01717,L3,Médecine,11.64,5.84,6.02,9.25,22.54,3.41,2,0.62,9.34
ETU01718,M1,Droit,17.57,7.92,8.45,8.82,0.13,0.9,0,0.584,13.52
ETU01719,M2,Informatique,10.7,11.22,11.33,11.3,2.78,0.07,1,0.508,10.52
ETU01720,L1,Droit,10.95,8.72,7.98,9.83,21.36,1.11,4,0.74,10.03
ETU01721,M1,Ingénierie,10.65,9.61,8.46,6.68,12.96,-2.93,5,0.593,9.63
ETU01722,L3,Gestion,10.72,5.83,5.95,8.78,30.79,2.96,2,0.826,8.17
ETU01723,L2,Ingénierie,11.26,12.73,11.73,10.54,2.88,-2.19,3,0.775,11.55
ETU01724,L2,Informatique,16.05,9.92,11.34,13.42,21.83,3.5,3,0.917,12.54
ETU01725,M2,Ingénierie,11.92,8.62,8.71,11.19,24.6,2.57,1,0.901,9.79
ETU01726,L2,Gestion,13.89,13.55,11.16,10.67,21.39,-2.88,4,0.681,10.93
ETU01727,L3,Médecine,11.75,8.87,9.34,9.0,23.82,0.12,2,0.648,10.15
ETU01728,M1,Gestion,17.36,11.67,12.49,12.63,8.73,0.96,0,0.541,15.46
ETU01729,L2,Médecine,8.32,8.45,11.08,12.31,26.85,3.86,2,0.878,7.68
ETU01730,M2,Médecine,7.6,14.53,16.12,14.92,19.41,0.4,1,0.748,9.96
ETU01731,L1,Droit,11.3,16.96,15.81,15.95,27.58,-1.01,2,0.668,12.28
ETU01732,M2,Ingénierie,18.67,6.14,8.48,8.31,4.26,2.17,2,0.852,15.08
ETU01733,M1,Ingénierie,15.1,16.48,14.6,13.17,4.45,-3.31,2,0.637,14.22
ETU01734,M2,Informatique,14.01,16.92,17.17,15.9,13.84,-1.03,1,0.739,12.87
ETU01735,L1,Ingénierie,11.07,18.51,19.84,20.0,13.65,1.49,5,0.718,12.42
ETU01736,M2,Médecine,9.84,16.59,18.98,19.44,4.5,2.85,0,0.635,14.45
ETU01737,L2,Droit,18.44,12.73,15.77,14.92,2.84,2.19,1,0.895,15.06
ETU01738,M2,Informatique,11.55,5.98,8.1,8.51,2.83,2.53,1,0.854,8.59
ETU01739,L2,Médecine,15.24,6.04,6.04,5.37,1.83,-0.68,2,0.76,12.0
ETU01740,M1,Gestion,16.54,7.75,8.82,11.08,1.16,3.33,2,0.846,13.18
ETU01741,M2,Informatique,14.55,11.26,11.8,11.94,28.27,0.68,5,0.545,10.27
ETU01742,M1,Informatique,9.02,18.38,17.51,19.46,32.72,1.08,5,0.715,10.11
ETU01743,L1,Informatique,9.74,7.45,7.48,5.24,14.9,-2.21,0,0.8,5.83
ETU01744,L2,Gestion,6.3,12.54,15.44,16.22,6.54,3.68,3,0.697,9.55
ETU01745,L1,Informatique,18.6,18.97,20.0,20.0,11.49,1.03,3,0.857,17.29
ETU01746,M2,Ingénierie,16.85,5.19,8.48,8.58,28.65,3.38,5,0.761,12.44
ETU01747,L2,Gestion,11.25,5.66,4.23,3.73,32.52,-1.93,2,0.691,8.16
ETU01748,L3,Droit,17.6,8.78,8.41,8.48,8.35,-0.3,2,0.708,11.02
ETU01749,L3,Médecine,8.0,8.15,8.97,10.39,1.07,2.24,5,0.858,8.62
ETU01750,L2,Informatique,6.55,11.98,13.29,11.78,10.8,-0.2,2,0.533,10.95
ETU01751,L2,Gestion,7.76,10.89,10.91,12.26,13.49,1.38,3,0.919,8.73
ETU01752,L3,Informatique,17.48,13.17,14.57,15.35,0.11,2.18,1,0.529,16.0
ETU01753,L1,Droit,8.09,7.06,8.45,8.36,23.85,1.3,4,0.566,8.66
ETU01754,M2,Ingénierie,6.89,14.6,12.72,12.69,4.36,-1.91,0,0.905,10.86
ETU01755,M2,Droit,8.41,8.01,9.34,9.73,2.86,1.72,5,0.687,9.52
ETU01756,M1,Droit,11.4,11.33,13.14,15.93,25.17,4.6,1,0.73,12.5
ETU01757,L3,Informatique,12.45,5.47,6.11,6.93,26.98,1.47,3,0.686,7.27
ETU01758,L1,Ingénierie,9.07,16.17,13.61,12.5,6.44,-3.67,0,0.547,12.79
ETU01759,L2,Droit,16.47,13.78,13.56,13.21,26.9,-0.57,0,0.804,11.28
ETU01760,L3,Droit,18.48,7.92,8.78,7.36,10.41,-0.56,4,0.845,12.94
ETU01761,L1,Droit,9.78,13.42,12.33,9.79,10.78,-3.63,4,0.595,10.03
ETU01762,M1,Droit,18.1,11.12,12.7,11.25,4.29,0.13,2,0.876,13.32
ETU01763,L3,Informatique,16.63,16.57,17.86,18.34,7.93,1.77,0,0.55,14.52
ETU01764,M1,Droit,17.52,18.77,19.17,20.0,1.36,1.23,0,0.887,17.5
ETU01765,L3,Droit,6.78,6.74,6.97,8.76,23.52,2.02,5,0.851,8.12
ETU01766,L1,Médecine,16.84,11.86,12.35,10.92,29.8,-0.94,4,0.956,12.48
ETU01767,M1,Droit,13.62,8.61,8.81,7.91,1.69,-0.7,2,0.907,10.7
ETU01768,M1,Ingénierie,6.5,15.5,13.77,12.66,8.94,-2.84,1,0.922,11.3
ETU01769,L3,Médecine,15.8,5.48,5.04,1.46,12.12,-4.02,4,0.979,9.22
ETU01770,M1,Informatique,9.14,12.62,12.93,12.98,13.74,0.36,5,0.922,10.22
ETU01771,M2,Ingénierie,16.36,17.0,19.33,20.0,28.85,3.0,3,0.898,15.02
ETU01772,L2,Droit,14.14,10.45,11.69,11.61,1.5,1.16,4,0.598,15.24
ETU01773,M2,Médecine,12.4,16.73,19.14,17.54,21.49,0.81,5,0.878,12.21
ETU01774,L2,Gestion,6.3,7.06,5.15,4.18,18.63,-2.88,1,0.816,7.32
ETU01775,L1,Médecine,17.57,17.86,17.52,17.33,29.35,-0.53,4,0.981,13.01
ETU01776,L3,Ingénierie,7.92,16.08,19.39,20.0,10.71,3.92,1,0.86,11.19
ETU01777,M2,Informatique,16.79,10.48,9.56,9.59,3.56,-0.89,1,0.63,12.51
ETU01778,M1,Médecine,14.95,6.83,5.88,7.14,4.57,0.31,5,0.582,10.58
ETU01779,L2,Médecine,6.9,12.29,12.08,12.26,22.07,-0.03,1,0.641,8.74
ETU01780,M2,Gestion,13.05,14.39,17.61,18.27,19.1,3.88,4,0.74,13.31
ETU01781,M2,Gestion,18.5,6.8,6.0,4.89,20.73,-1.92,2,0.826,10.71
ETU01782,M2,Droit,18.0,18.06,19.1,18.37,4.8,0.31,5,0.608,17.84
ETU01783,L3,Droit,7.9,15.68,16.47,14.88,1.49,-0.8,1,0.616,10.11
ETU01784,M1,Droit,8.25,18.32,15.63,16.83,19.83,-1.49,0,0.651,12.27
ETU01785,L3,Ingénierie,8.0,9.19,9.37,9.23,2.84,0.04,2,0.904,9.8
ETU01786,L3,Ingénierie,15.83,11.07,10.44,5.34,32.54,-5.73,3,0.683,9.73
ETU01787,L3,Ingénierie,8.09,8.36,9.58,10.6,28.12,2.24,2,0.539,8.05
ETU01788,L1,Droit,6.84,8.83,11.64,13.4,6.3,4.57,1,0.773,9.46
ETU01789,L1,Médecine,11.07,7.03,6.72,5.8,20.92,-1.23,4,0.503,10.57
ETU01790,L3,Informatique,18.57,6.75,6.44,7.46,4.62,0.7,2,0.837,12.12
ETU01791,L3,Informatique,10.01,14.39,18.37,18.35,32.77,3.96,4,0.921,16.2
ETU01792,L3,Médecine,15.42,7.2,6.33,3.45,20.63,-3.74,0,0.583,11.09
ETU01793,M2,Médecine,7.87,6.87,5.05,8.28,11.12,1.41,5,0.922,8.09
ETU01794,M1,Informatique,14.07,12.48,14.75,14.74,23.81,2.26,4,0.84,13.69
ETU01795,L1,Médecine,13.56,14.86,14.98,15.58,0.09,0.73,1,0.549,11.56
ETU01796,M2,Médecine,17.75,15.89,16.52,15.88,10.08,-0.01,3,0.614,16.67
ETU01797,M2,Médecine,15.32,13.12,16.67,16.53,8.2,3.4,4,0.614,12.62
ETU01798,L1,Droit,7.57,7.82,5.92,6.46,12.12,-1.36,4,0.603,8.46
ETU01799,M2,Médecine,11.26,13.03,12.93,11.67,2.99,-1.36,2,0.667,10.74
ETU01800,L2,Médecine,6.01,13.76,12.11,14.95,33.88,1.19,0,0.954,8.02
ETU01801,L2,Droit,9.13,8.61,9.32,10.87,16.38,2.26,0,0.612,11.56
ETU01802,L3,Droit,18.63,7.02,6.39,7.47,29.97,0.45,5,0.963,11.54
ETU01803,M2,Médecine,11.92,17.96,16.4,16.49,2.08,-1.47,0,0.775,11.62
ETU01804,L2,Informatique,17.28,6.34,7.64,6.8,29.57,0.46,2,0.759,12.44
ETU01805,L3,Ingénierie,6.31,8.88,9.1,10.94,22.86,2.06,5,0.837,6.29
ETU01806,L1,Ingénierie,17.44,8.24,6.56,7.78,23.76,-0.46,5,0.903,13.13
ETU01807,L1,Droit,17.56,17.49,15.9,15.6,28.22,-1.88,2,0.979,14.66
ETU01808,L3,Ingénierie,14.49,12.03,12.54,11.21,18.41,-0.82,4,0.501,10.51
ETU01809,L2,Médecine,7.51,18.39,16.09,14.02,22.19,-4.37,3,0.699,11.35
ETU01810,L1,Droit,17.39,16.6,17.14,17.48,31.49,0.88,0,0.59,15.68
ETU01811,L1,Droit,17.7,15.57,17.78,17.7,4.38,2.14,2,0.576,13.39
ETU01812,L2,Médecine,8.61,7.47,8.68,10.75,1.95,3.28,4,0.574,9.17
ETU01813,L2,Gestion,18.22,9.82,9.09,10.87,34.39,1.05,3,0.855,12.94
ETU01814,M2,Droit,17.45,16.48,17.1,17.45,30.85,0.97,3,0.526,15.2
ETU01815,L3,Droit,8.66,18.77,17.09,17.27,17.99,-1.5,4,0.918,11.42
